x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	9.273e-01	9.273e-01	9.273e-01
2	5	nan	nan	nan	7.642e-01	7.642e-01
2	6	nan	nan	nan	1.094e+00	1.094e+00
2	7	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	8.061e-01
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	1.033e+00	1.032e+00
3	2	nan	nan	9.338e-01	9.338e-01	9.318e-01
3	3	nan	nan	nan	9.357e-01	9.184e-01
3	4	nan	nan	4.057e-01	4.057e-01	3.627e-01
3	5	nan	5.333e-01	4.184e-01	4.184e-01	4.184e-01
3	6	nan	8.136e-01	8.136e-01	7.963e-01	5.909e-01
3	7	9.681e-01	9.681e-01	9.681e-01	6.944e-01	6.375e-01
3	8	nan	nan	9.006e-01	9.006e-01	9.006e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	1.008e+00
4	2	nan	nan	6.977e-01	6.977e-01	6.977e-01
4	3	nan	8.071e-01	8.071e-01	5.776e-01	1.939e-01
4	4	nan	7.945e-01	3.085e-01	3.085e-01	2.157e-01
4	5	nan	7.470e-01	4.767e-01	1.915e-01	1.915e-01
4	6	nan	5.233e-01	5.233e-01	5.000e-01	2.551e-01
4	7	nan	1.478e+00	5.783e-01	5.783e-01	4.744e-01
4	8	nan	8.489e-01	8.489e-01	7.982e-01	7.935e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	nan
