x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	1.156e+00	1.156e+00
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	9.273e-01
2	5	nan	7.209e-01	7.209e-01	4.884e-01	4.767e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	7.990e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	9.020e-01
3	2	nan	nan	nan	1.163e+00	8.469e-01
3	3	nan	nan	nan	3.367e-01	3.367e-01
3	4	nan	1.043e+00	3.837e-01	3.837e-01	3.837e-01
3	5	nan	4.302e-01	4.302e-01	4.302e-01	4.302e-01
3	6	nan	nan	nan	5.980e-01	5.106e-01
3	7	nan	6.184e-01	6.169e-01	6.169e-01	6.169e-01
3	8	nan	nan	nan	9.048e-01	8.380e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	8.469e-01	8.469e-01
4	1	nan	nan	nan	1.198e+00	8.469e-01
4	2	nan	nan	6.977e-01	3.605e-01	3.023e-01
4	3	nan	8.372e-01	3.404e-01	3.404e-01	2.021e-01
4	4	nan	5.333e-01	4.302e-01	3.878e-01	2.255e-01
4	5	nan	4.667e-01	4.302e-01	3.023e-01	3.023e-01
4	6	nan	7.094e-01	4.149e-01	4.118e-01	4.118e-01
4	7	nan	6.327e-01	6.327e-01	6.327e-01	6.182e-01
4	8	nan	nan	8.500e-01	7.464e-01	7.464e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	1.151e+00
5	1	nan	nan	1.151e+00	1.151e+00	8.333e-01
