x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	1.010e+00	1.010e+00	1.010e+00
2	5	nan	nan	nan	nan	8.819e-01
2	6	nan	nan	nan	1.045e+00	1.045e+00
2	7	nan	nan	nan	nan	7.676e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	9.778e-01	9.778e-01	9.778e-01
3	3	nan	nan	nan	5.116e-01	5.116e-01
3	4	nan	nan	1.274e+00	7.872e-01	7.778e-01
3	5	nan	6.628e-01	6.628e-01	6.628e-01	6.628e-01
3	6	nan	nan	nan	5.397e-01	5.085e-01
3	7	nan	nan	8.041e-01	8.041e-01	6.691e-01
3	8	nan	nan	8.514e-01	8.514e-01	8.514e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	7.667e-01	7.667e-01
4	2	nan	nan	8.404e-01	4.186e-01	3.605e-01
4	3	8.372e-01	8.372e-01	3.721e-01	3.721e-01	3.721e-01
4	4	nan	nan	7.209e-01	4.063e-01	2.442e-01
4	5	nan	6.047e-01	4.667e-01	3.793e-01	3.667e-01
4	6	9.186e-01	4.818e-01	4.818e-01	4.818e-01	2.872e-01
4	7	nan	7.771e-01	6.184e-01	6.020e-01	6.020e-01
4	8	nan	8.608e-01	8.267e-01	7.654e-01	7.654e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	1.163e+00	1.071e+00	1.069e+00
5	1	nan	7.209e-01	7.209e-01	7.209e-01	7.209e-01
