x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	6.944e-01
2	7	nan	nan	7.155e-01	7.155e-01	7.155e-01
2	8	nan	nan	nan	8.690e-01	8.690e-01
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	1.180e+00	1.180e+00
3	2	nan	nan	1.074e+00	1.074e+00	1.074e+00
3	3	nan	nan	nan	1.071e+00	1.071e+00
3	4	nan	nan	nan	3.837e-01	3.837e-01
3	5	nan	nan	9.224e-01	2.907e-01	2.907e-01
3	6	nan	9.955e-01	6.316e-01	6.316e-01	6.316e-01
3	7	nan	9.028e-01	8.923e-01	6.357e-01	6.357e-01
3	8	nan	nan	nan	8.103e-01	8.103e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	7.667e-01
4	2	nan	6.977e-01	6.977e-01	3.605e-01	3.605e-01
4	3	nan	1.082e+00	8.372e-01	4.186e-01	4.186e-01
4	4	nan	nan	4.302e-01	4.302e-01	2.979e-01
4	5	nan	5.698e-01	5.465e-01	3.372e-01	3.372e-01
4	6	nan	5.896e-01	2.308e-01	2.308e-01	2.308e-01
4	7	nan	6.404e-01	6.404e-01	5.132e-01	5.069e-01
4	8	nan	nan	8.175e-01	7.979e-01	7.212e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	1.112e+00	1.112e+00
5	1	nan	7.791e-01	7.209e-01	7.209e-01	7.209e-01
