x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	7.733e-01
2	6	nan	nan	nan	7.966e-01	6.800e-01
2	7	nan	nan	nan	nan	7.069e-01
2	8	nan	nan	nan	nan	7.568e-01
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	9.216e-01	3.265e-01
3	4	nan	nan	nan	3.868e-01	3.529e-01
3	5	nan	nan	nan	6.863e-01	4.884e-01
3	6	nan	nan	nan	6.859e-01	6.531e-01
3	7	nan	9.186e-01	8.333e-01	6.842e-01	6.757e-01
3	8	nan	8.540e-01	8.540e-01	8.540e-01	8.073e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	8.469e-01
4	1	nan	nan	nan	1.059e+00	1.059e+00
4	2	nan	nan	1.061e+00	1.061e+00	6.977e-01
4	3	nan	8.372e-01	8.372e-01	2.766e-01	1.837e-01
4	4	nan	2.979e-01	2.979e-01	1.489e-01	1.489e-01
4	5	5.463e-01	5.000e-01	3.372e-01	1.628e-01	1.628e-01
4	6	nan	6.038e-01	4.528e-01	4.528e-01	4.219e-01
4	7	nan	8.176e-01	6.761e-01	6.375e-01	5.972e-01
4	8	nan	7.925e-01	7.925e-01	6.723e-01	6.200e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	1.151e+00	8.545e-01	7.273e-01
5	2	nan	8.333e-01	7.326e-01	6.383e-01	6.383e-01
