x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	4.884e-01	4.884e-01	4.884e-01
2	6	nan	nan	nan	nan	6.563e-01
2	7	nan	nan	7.179e-01	7.179e-01	7.179e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	9.787e-01	9.787e-01
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	3.837e-01	3.837e-01	3.837e-01
3	5	nan	nan	nan	4.302e-01	4.302e-01
3	6	nan	nan	6.667e-01	5.917e-01	3.611e-01
3	7	nan	nan	nan	7.022e-01	6.807e-01
3	8	nan	8.333e-01	8.333e-01	8.333e-01	8.333e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	6.977e-01	6.977e-01	3.488e-01	3.488e-01
4	3	nan	nan	3.721e-01	3.721e-01	3.721e-01
4	4	nan	nan	5.333e-01	4.302e-01	4.302e-01
4	5	7.674e-01	7.209e-01	4.302e-01	4.302e-01	4.302e-01
4	6	nan	6.163e-01	5.833e-01	3.365e-01	3.365e-01
4	7	nan	7.059e-01	7.059e-01	7.059e-01	6.406e-01
4	8	nan	7.667e-01	7.667e-01	7.667e-01	7.667e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	9.298e-01	9.298e-01
5	1	nan	nan	9.273e-01	7.791e-01	7.766e-01
5	2	nan	7.442e-01	3.605e-01	3.605e-01	3.605e-01
