x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	4.767e-01	4.767e-01
2	6	nan	nan	nan	nan	5.417e-01
2	7	nan	nan	nan	nan	7.698e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	1.036e+00
3	2	nan	nan	nan	9.778e-01	9.778e-01
3	3	nan	nan	nan	1.025e+00	1.025e+00
3	4	nan	nan	nan	3.837e-01	3.837e-01
3	5	nan	nan	6.512e-01	2.907e-01	2.907e-01
3	6	nan	8.488e-01	8.488e-01	7.159e-01	5.000e-01
3	7	nan	nan	7.339e-01	7.339e-01	6.959e-01
3	8	nan	nan	nan	nan	nan
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	1.117e+00
4	1	nan	nan	nan	nan	1.117e+00
4	2	nan	6.977e-01	6.977e-01	3.023e-01	3.023e-01
4	3	nan	nan	5.851e-01	5.851e-01	4.186e-01
4	4	nan	5.851e-01	4.302e-01	4.302e-01	4.302e-01
4	5	nan	3.488e-01	3.488e-01	3.372e-01	3.372e-01
4	6	nan	1.047e+00	6.933e-01	5.089e-01	2.653e-01
4	7	nan	5.278e-01	5.278e-01	5.278e-01	5.278e-01
4	8	nan	nan	7.264e-01	7.264e-01	5.850e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	1.170e+00
5	1	nan	nan	nan	nan	7.209e-01
5	2	nan	7.442e-01	7.442e-01	3.605e-01	3.140e-01
