x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	8.372e-01	8.372e-01	8.372e-01	8.372e-01
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	9.318e-01
3	3	nan	nan	nan	nan	1.103e+00
3	4	nan	7.449e-01	7.449e-01	7.449e-01	7.449e-01
3	5	nan	nan	1.057e+00	1.055e+00	6.512e-01
3	6	nan	nan	5.882e-01	3.269e-01	3.269e-01
3	7	nan	nan	nan	7.235e-01	7.235e-01
3	8	nan	nan	nan	nan	nan
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	8.936e-01	6.977e-01	6.977e-01	3.605e-01
4	3	nan	7.333e-01	4.070e-01	4.070e-01	4.070e-01
4	4	nan	7.222e-01	5.333e-01	4.417e-01	2.442e-01
4	5	nan	4.149e-01	4.149e-01	2.200e-01	2.200e-01
4	6	nan	2.885e-01	2.885e-01	2.885e-01	2.885e-01
4	7	nan	5.758e-01	5.758e-01	5.758e-01	5.758e-01
4	8	1.033e+00	1.033e+00	9.040e-01	7.813e-01	6.982e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	1.189e+00	1.189e+00	1.189e+00
5	1	nan	nan	1.027e+00	1.027e+00	7.209e-01
5	2	nan	7.442e-01	6.744e-01	3.140e-01	3.140e-01
