x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	1.184e+00	1.184e+00	1.184e+00
2	3	nan	nan	nan	1.176e+00	1.104e+00
2	4	nan	1.333e+00	1.333e+00	1.333e+00	1.333e+00
2	5	nan	nan	nan	nan	6.250e-01
2	6	nan	nan	6.800e-01	6.800e-01	6.800e-01
2	7	nan	nan	6.964e-01	6.964e-01	6.964e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	9.661e-01
3	1	nan	nan	nan	nan	9.649e-01
3	2	nan	9.787e-01	9.787e-01	9.778e-01	9.778e-01
3	3	nan	nan	1.147e+00	1.108e+00	7.041e-01
3	4	nan	3.837e-01	3.837e-01	3.837e-01	3.837e-01
3	5	nan	6.512e-01	6.415e-01	6.415e-01	4.184e-01
3	6	nan	8.488e-01	7.212e-01	7.212e-01	6.563e-01
3	7	nan	6.944e-01	6.944e-01	6.761e-01	6.761e-01
3	8	nan	nan	8.036e-01	8.036e-01	7.500e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	8.469e-01	8.469e-01
4	2	nan	3.605e-01	3.605e-01	3.488e-01	3.488e-01
4	3	nan	3.837e-01	3.837e-01	3.837e-01	2.755e-01
4	4	nan	nan	4.302e-01	2.667e-01	2.667e-01
4	5	nan	6.364e-01	1.628e-01	1.628e-01	1.628e-01
4	6	7.791e-01	7.674e-01	2.340e-01	2.340e-01	2.000e-01
4	7	nan	7.523e-01	7.430e-01	7.000e-01	5.833e-01
4	8	nan	8.667e-01	7.019e-01	7.019e-01	7.019e-01
4	9	nan	nan	nan	nan	nan
