x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	8.488e-01	8.488e-01	8.488e-01	8.488e-01
1	6	nan	nan	nan	8.837e-01	8.837e-01
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	1.170e+00	1.170e+00
2	4	nan	nan	nan	nan	1.170e+00
2	5	nan	nan	nan	7.558e-01	7.558e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	1.254e+00	8.980e-01
3	2	nan	9.778e-01	9.778e-01	9.778e-01	9.778e-01
3	3	nan	1.228e+00	1.191e+00	1.184e+00	1.184e+00
3	4	3.837e-01	3.837e-01	3.837e-01	3.837e-01	3.837e-01
3	5	nan	nan	4.302e-01	4.302e-01	3.953e-01
3	6	nan	nan	9.651e-01	6.528e-01	6.047e-01
3	7	nan	nan	7.158e-01	7.158e-01	7.158e-01
3	8	nan	nan	nan	nan	nan
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	1.117e+00
4	1	nan	nan	nan	1.246e+00	1.246e+00
4	2	nan	4.186e-01	4.186e-01	3.605e-01	3.140e-01
4	3	nan	3.837e-01	3.837e-01	3.837e-01	3.837e-01
4	4	nan	6.915e-01	6.778e-01	6.778e-01	2.778e-01
4	5	8.837e-01	6.915e-01	6.915e-01	5.957e-01	1.915e-01
4	6	nan	7.791e-01	2.679e-01	2.679e-01	2.679e-01
4	7	nan	9.211e-01	7.440e-01	6.500e-01	5.000e-01
4	8	nan	9.265e-01	7.184e-01	7.184e-01	7.184e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	1.119e+00	1.119e+00
