x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	8.488e-01
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	4.767e-01
2	6	nan	nan	nan	nan	6.563e-01
2	7	nan	nan	nan	nan	6.964e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	1.061e+00	1.061e+00
3	3	nan	nan	nan	nan	9.821e-01
3	4	nan	nan	nan	3.837e-01	3.837e-01
3	5	nan	7.019e-01	7.019e-01	7.019e-01	3.953e-01
3	6	nan	9.167e-01	6.379e-01	6.379e-01	5.814e-01
3	7	nan	nan	6.429e-01	6.429e-01	5.806e-01
3	8	nan	nan	nan	7.500e-01	7.500e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	1.157e+00
4	1	nan	nan	1.116e+00	1.116e+00	1.116e+00
4	2	nan	6.977e-01	6.977e-01	3.721e-01	3.721e-01
4	3	nan	4.535e-01	4.535e-01	4.535e-01	4.186e-01
4	4	nan	4.302e-01	4.302e-01	4.302e-01	2.442e-01
4	5	nan	4.038e-01	4.038e-01	4.038e-01	3.617e-01
4	6	8.667e-01	3.833e-01	3.125e-01	3.125e-01	3.125e-01
4	7	nan	7.195e-01	6.379e-01	6.379e-01	5.469e-01
4	8	nan	nan	nan	6.897e-01	6.823e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	1.189e+00
5	1	nan	nan	1.114e+00	1.114e+00	1.114e+00
