x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	8.611e-01
2	4	nan	nan	8.125e-01	8.125e-01	8.125e-01
2	5	nan	nan	nan	nan	8.264e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	1.063e+00	9.706e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	8.194e-01
3	3	nan	nan	nan	nan	8.056e-01
3	4	nan	7.778e-01	7.778e-01	7.778e-01	7.778e-01
3	5	nan	9.097e-01	8.403e-01	8.403e-01	7.569e-01
3	6	nan	nan	7.778e-01	7.500e-01	7.292e-01
3	7	nan	nan	9.398e-01	9.398e-01	8.194e-01
3	8	nan	nan	nan	nan	1.086e+00
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	8.264e-01	8.264e-01	8.264e-01
4	3	nan	nan	7.361e-01	7.361e-01	7.361e-01
4	4	nan	nan	7.500e-01	7.500e-01	7.083e-01
4	5	nan	7.083e-01	6.944e-01	6.806e-01	6.806e-01
4	6	nan	6.875e-01	6.875e-01	6.875e-01	6.875e-01
4	7	nan	9.149e-01	8.542e-01	7.431e-01	7.431e-01
4	8	nan	nan	1.087e+00	9.329e-01	9.329e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	7.708e-01	7.708e-01	7.708e-01
5	1	nan	nan	7.639e-01	6.667e-01	6.667e-01
5	2	nan	7.361e-01	7.222e-01	6.944e-01	6.944e-01
