x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	8.611e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	1.193e+00
2	8	nan	nan	nan	nan	1.218e+00
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	8.333e-01	8.333e-01
3	2	nan	nan	nan	7.986e-01	7.986e-01
3	3	nan	nan	nan	nan	8.542e-01
3	4	nan	nan	nan	nan	8.056e-01
3	5	nan	nan	8.908e-01	7.917e-01	7.639e-01
3	6	nan	nan	9.375e-01	7.986e-01	7.639e-01
3	7	nan	1.037e+00	1.037e+00	9.200e-01	9.200e-01
3	8	nan	nan	nan	nan	1.218e+00
3	9	nan	nan	nan	nan	nan
4	0	nan	8.056e-01	8.056e-01	8.056e-01	8.056e-01
4	1	nan	nan	nan	8.333e-01	7.292e-01
4	2	nan	8.333e-01	8.333e-01	8.264e-01	7.778e-01
4	3	nan	nan	8.264e-01	7.778e-01	6.667e-01
4	4	nan	7.847e-01	6.875e-01	6.875e-01	6.875e-01
4	5	nan	7.014e-01	7.014e-01	6.597e-01	6.528e-01
4	6	nan	7.361e-01	7.292e-01	7.292e-01	6.597e-01
4	7	nan	8.913e-01	8.542e-01	8.542e-01	8.472e-01
4	8	nan	9.265e-01	9.265e-01	9.177e-01	9.177e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	nan
5	1	nan	7.917e-01	7.917e-01	7.778e-01	7.361e-01
