x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	1.132e+00
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	7.674e-01	7.674e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	1.066e+00
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	9.649e-01
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	9.778e-01
3	3	nan	nan	nan	nan	1.028e+00
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	7.143e-01	6.512e-01	6.512e-01
3	6	nan	8.548e-01	4.355e-01	4.355e-01	4.355e-01
3	7	nan	nan	nan	6.429e-01	6.429e-01
3	8	nan	nan	nan	nan	1.151e+00
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	8.529e-01
4	2	nan	nan	6.977e-01	4.070e-01	4.070e-01
4	3	nan	4.186e-01	4.186e-01	3.721e-01	3.721e-01
4	4	nan	7.667e-01	5.846e-01	5.169e-01	5.169e-01
4	5	nan	6.418e-01	5.690e-01	4.302e-01	4.302e-01
4	6	nan	4.219e-01	3.833e-01	3.833e-01	3.534e-01
4	7	nan	4.844e-01	4.844e-01	4.355e-01	4.032e-01
4	8	nan	7.685e-01	7.685e-01	7.685e-01	7.685e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	1.071e+00	1.071e+00	1.071e+00	1.071e+00
5	1	nan	nan	1.071e+00	1.069e+00	7.766e-01
5	2	nan	nan	6.744e-01	6.744e-01	3.605e-01
