x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	9.273e-01
2	5	nan	7.093e-01	7.093e-01	7.093e-01	7.093e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	1.034e+00
3	2	nan	nan	nan	nan	1.061e+00
3	3	nan	nan	nan	9.184e-01	3.265e-01
3	4	nan	1.157e+00	9.245e-01	9.245e-01	9.245e-01
3	5	nan	1.132e+00	1.132e+00	6.863e-01	2.907e-01
3	6	nan	nan	5.510e-01	5.510e-01	5.208e-01
3	7	nan	nan	nan	8.814e-01	6.812e-01
3	8	nan	nan	nan	nan	7.238e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	6.977e-01	6.977e-01	6.977e-01	6.977e-01
4	3	nan	2.979e-01	2.979e-01	2.979e-01	2.979e-01
4	4	nan	8.017e-01	2.667e-01	2.558e-01	2.558e-01
4	5	nan	3.667e-01	3.667e-01	3.667e-01	1.939e-01
4	6	nan	6.515e-01	6.515e-01	3.750e-01	3.750e-01
4	7	nan	6.552e-01	6.552e-01	6.400e-01	4.516e-01
4	8	nan	nan	8.571e-01	7.482e-01	7.010e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	1.227e+00	1.227e+00	1.227e+00	1.227e+00
5	1	nan	nan	9.609e-01	9.609e-01	9.298e-01
