x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	9.070e-01
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	1.314e+00	1.314e+00	8.837e-01
3	3	nan	nan	nan	nan	8.953e-01
3	4	nan	nan	nan	nan	1.070e+00
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
3	8	nan	nan	nan	nan	nan
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	8.488e-01
4	1	nan	nan	nan	1.000e+00	8.256e-01
4	2	nan	nan	9.070e-01	9.070e-01	9.070e-01
4	3	nan	nan	nan	nan	9.186e-01
4	4	nan	1.337e+00	9.651e-01	9.651e-01	7.674e-01
4	5	nan	nan	nan	1.070e+00	1.070e+00
4	6	nan	nan	nan	nan	1.221e+00
4	7	nan	nan	nan	nan	nan
4	8	nan	nan	nan	nan	nan
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	1.047e+00	1.047e+00	1.012e+00
5	1	nan	9.302e-01	8.256e-01	8.256e-01	7.907e-01
5	2	nan	1.058e+00	9.767e-01	7.326e-01	7.326e-01
5	3	nan	9.419e-01	9.302e-01	8.023e-01	8.023e-01
5	4	nan	1.012e+00	9.419e-01	8.953e-01	8.372e-01
5	5	nan	1.000e+00	9.535e-01	9.419e-01	9.070e-01
5	6	nan	nan	nan	1.430e+00	1.081e+00
5	7	nan	nan	nan	nan	nan
5	8	nan	nan	nan	nan	nan
5	9	nan	nan	nan	nan	nan
6	0	nan	nan	nan	8.372e-01	8.372e-01
6	1	nan	7.907e-01	7.907e-01	7.907e-01	7.907e-01
6	2	nan	9.884e-01	8.953e-01	8.256e-01	8.023e-01
6	3	nan	1.035e+00	8.605e-01	6.512e-01	6.512e-01
6	4	nan	1.000e+00	8.605e-01	8.140e-01	7.326e-01
6	5	nan	7.674e-01	7.674e-01	7.674e-01	7.674e-01
6	6	9.651e-01	9.651e-01	9.651e-01	9.651e-01	9.651e-01
6	7	nan	1.081e+00	1.081e+00	1.081e+00	1.012e+00
6	8	nan	nan	nan	nan	nan
6	9	nan	nan	nan	nan	nan
7	0	nan	1.081e+00	1.081e+00	9.884e-01	9.535e-01
7	1	1.047e+00	1.012e+00	8.488e-01	7.442e-01	7.093e-01
7	2	7.907e-01	7.907e-01	7.907e-01	7.907e-01	7.907e-01
7	3	1.120e+00	9.302e-01	8.372e-01	8.256e-01	7.791e-01
7	4	9.419e-01	9.302e-01	6.860e-01	6.860e-01	6.860e-01
7	5	nan	7.907e-01	7.907e-01	7.907e-01	7.907e-01
7	6	nan	9.186e-01	9.186e-01	9.186e-01	8.488e-01
7	7	nan	1.163e+00	1.163e+00	1.163e+00	1.070e+00
7	8	nan	nan	nan	nan	1.221e+00
7	9	nan	nan	nan	nan	nan
8	0	nan	nan	nan	1.116e+00	9.651e-01
8	1	nan	8.256e-01	8.256e-01	8.256e-01	7.907e-01
8	2	nan	8.140e-01	8.140e-01	8.140e-01	7.674e-01
8	3	9.186e-01	9.186e-01	7.674e-01	7.674e-01	6.628e-01
8	4	nan	8.256e-01	8.023e-01	8.023e-01	7.907e-01
8	5	nan	8.953e-01	8.721e-01	8.721e-01	8.256e-01
8	6	nan	1.058e+00	9.186e-01	9.186e-01	9.186e-01
8	7	nan	1.093e+00	1.093e+00	1.070e+00	1.023e+00
8	8	nan	nan	nan	nan	1.209e+00
8	9	nan	nan	nan	nan	nan
9	0	1.023e+00	1.023e+00	1.000e+00	1.000e+00	1.000e+00
9	1	1.058e+00	8.837e-01	8.837e-01	7.907e-01	7.907e-01
9	2	1.140e+00	1.012e+00	7.674e-01	5.930e-01	5.930e-01
9	3	1.058e+00	9.767e-01	8.953e-01	8.023e-01	8.023e-01
9	4	nan	8.837e-01	7.674e-01	7.674e-01	7.326e-01
9	5	8.721e-01	8.372e-01	8.372e-01	8.372e-01	8.372e-01
9	6	1.058e+00	1.000e+00	9.884e-01	9.884e-01	9.302e-01
9	7	nan	1.012e+00	1.012e+00	1.012e+00	1.012e+00
9	8	nan	1.023e+00	1.023e+00	1.023e+00	1.023e+00
9	9	nan	nan	nan	nan	nan
