x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	1.156e+00
2	3	nan	nan	nan	1.208e+00	1.208e+00
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	1.078e+00
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	6.831e-01	6.831e-01	6.831e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	1.156e+00	8.039e-01	8.039e-01
3	3	nan	nan	nan	1.224e+00	7.674e-01
3	4	nan	3.837e-01	3.837e-01	3.837e-01	3.837e-01
3	5	nan	6.628e-01	4.302e-01	3.953e-01	3.953e-01
3	6	nan	5.738e-01	5.738e-01	5.588e-01	5.588e-01
3	7	nan	nan	7.105e-01	6.846e-01	6.846e-01
3	8	nan	nan	nan	nan	7.778e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	8.585e-01	8.585e-01
4	1	nan	1.245e+00	8.039e-01	8.039e-01	8.039e-01
4	2	nan	8.936e-01	6.977e-01	3.488e-01	3.023e-01
4	3	nan	7.558e-01	7.558e-01	6.395e-01	1.915e-01
4	4	nan	4.302e-01	4.302e-01	4.070e-01	2.667e-01
4	5	nan	6.077e-01	4.184e-01	3.372e-01	1.939e-01
4	6	nan	6.889e-01	4.149e-01	4.149e-01	3.878e-01
4	7	nan	5.769e-01	5.635e-01	5.635e-01	5.635e-01
4	8	nan	nan	8.868e-01	7.552e-01	7.552e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	1.189e+00	1.189e+00
