x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	1.164e+00	1.149e+00
2	4	nan	nan	nan	nan	1.262e+00
2	5	nan	nan	4.884e-01	4.884e-01	4.884e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	1.238e+00	1.008e+00	1.008e+00
3	1	nan	nan	nan	1.008e+00	9.255e-01
3	2	nan	nan	nan	1.009e+00	8.529e-01
3	3	nan	1.208e+00	5.116e-01	5.116e-01	5.116e-01
3	4	nan	nan	3.837e-01	3.837e-01	3.837e-01
3	5	nan	6.512e-01	3.953e-01	3.953e-01	3.953e-01
3	6	nan	nan	5.351e-01	5.351e-01	5.351e-01
3	7	nan	nan	8.835e-01	7.216e-01	6.184e-01
3	8	nan	nan	nan	nan	nan
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	1.157e+00	1.008e+00
4	1	nan	nan	nan	8.469e-01	7.667e-01
4	2	nan	nan	6.977e-01	3.140e-01	3.140e-01
4	3	nan	8.372e-01	4.535e-01	4.535e-01	4.535e-01
4	4	nan	4.302e-01	4.302e-01	4.302e-01	4.302e-01
4	5	nan	5.465e-01	4.419e-01	4.302e-01	2.200e-01
4	6	7.679e-01	3.542e-01	3.542e-01	3.542e-01	2.404e-01
4	7	nan	8.256e-01	5.987e-01	5.987e-01	5.938e-01
4	8	nan	nan	1.207e+00	7.925e-01	7.797e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	8.529e-01
5	1	nan	nan	1.212e+00	1.114e+00	8.469e-01
