x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	8.162e-01	8.162e-01
2	5	nan	nan	nan	nan	1.007e+00
2	6	nan	nan	nan	1.072e+00	1.072e+00
2	7	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	8.505e-01
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	1.152e+00
3	3	nan	nan	nan	1.112e+00	1.086e+00
3	4	nan	nan	9.438e-01	7.157e-01	7.157e-01
3	5	nan	nan	7.215e-01	5.339e-01	5.339e-01
3	6	nan	nan	6.491e-01	6.491e-01	5.102e-01
3	7	nan	7.742e-01	7.742e-01	7.742e-01	7.152e-01
3	8	nan	nan	nan	nan	nan
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	6.977e-01	6.977e-01	6.977e-01
4	3	nan	9.583e-01	8.372e-01	8.372e-01	2.556e-01
4	4	nan	6.731e-01	6.047e-01	6.047e-01	2.778e-01
4	5	nan	4.767e-01	4.767e-01	1.628e-01	1.512e-01
4	6	8.721e-01	4.884e-01	4.884e-01	2.872e-01	2.553e-01
4	7	nan	7.640e-01	5.972e-01	5.761e-01	5.253e-01
4	8	nan	nan	7.172e-01	7.172e-01	7.172e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	1.222e+00	1.074e+00	1.074e+00
5	2	nan	8.056e-01	3.721e-01	3.721e-01	3.721e-01
