x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	7.193e-01	7.193e-01
2	7	nan	nan	nan	7.377e-01	7.183e-01
2	8	nan	nan	nan	nan	9.548e-01
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	9.255e-01
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	9.556e-01	9.535e-01
3	4	nan	nan	3.837e-01	3.837e-01	3.837e-01
3	5	nan	4.302e-01	4.302e-01	4.302e-01	3.953e-01
3	6	nan	5.189e-01	5.189e-01	5.189e-01	5.189e-01
3	7	nan	nan	6.643e-01	6.643e-01	6.181e-01
3	8	nan	nan	nan	7.946e-01	6.759e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	1.117e+00	8.548e-01
4	2	nan	1.163e+00	1.163e+00	8.879e-01	6.977e-01
4	3	nan	8.372e-01	6.556e-01	6.556e-01	4.070e-01
4	4	nan	nan	4.302e-01	2.442e-01	2.442e-01
4	5	nan	5.814e-01	1.889e-01	1.512e-01	1.512e-01
4	6	nan	4.836e-01	2.000e-01	2.000e-01	2.000e-01
4	7	nan	1.200e+00	6.968e-01	6.364e-01	5.722e-01
4	8	nan	nan	8.080e-01	7.308e-01	7.248e-01
4	9	nan	nan	nan	nan	9.548e-01
5	0	nan	nan	nan	nan	1.069e+00
5	1	nan	nan	1.016e+00	9.274e-01	7.766e-01
