x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	1.196e+00
2	6	nan	nan	1.014e+00	1.014e+00	1.014e+00
2	7	nan	nan	6.812e-01	6.812e-01	6.733e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	5.233e-01	5.233e-01	5.233e-01
3	4	nan	nan	3.837e-01	3.837e-01	3.837e-01
3	5	nan	nan	3.953e-01	2.907e-01	2.907e-01
3	6	nan	7.895e-01	6.371e-01	6.371e-01	3.295e-01
3	7	nan	nan	6.923e-01	6.484e-01	6.214e-01
3	8	nan	nan	nan	9.130e-01	8.480e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	7.558e-01
4	3	nan	nan	4.767e-01	4.302e-01	2.447e-01
4	4	1.221e+00	4.302e-01	4.302e-01	3.878e-01	3.878e-01
4	5	nan	6.744e-01	4.302e-01	3.372e-01	2.000e-01
4	6	nan	6.735e-01	5.580e-01	4.556e-01	3.837e-01
4	7	nan	6.096e-01	6.096e-01	5.735e-01	5.735e-01
4	8	nan	nan	8.056e-01	7.714e-01	7.658e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	1.028e+00	1.028e+00	9.219e-01
5	2	nan	1.143e+00	6.977e-01	6.744e-01	6.744e-01
