x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	7.093e-01	7.093e-01	4.767e-01	4.767e-01
2	6	nan	nan	9.890e-01	9.890e-01	8.016e-01
2	7	nan	nan	nan	nan	6.301e-01
2	8	nan	nan	nan	8.069e-01	8.069e-01
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	8.302e-01
3	3	nan	nan	nan	nan	9.184e-01
3	4	nan	nan	1.131e+00	1.131e+00	3.627e-01
3	5	nan	6.512e-01	6.512e-01	4.767e-01	4.302e-01
3	6	nan	nan	1.156e+00	6.275e-01	6.275e-01
3	7	9.884e-01	9.884e-01	7.478e-01	7.478e-01	6.218e-01
3	8	nan	nan	nan	nan	7.925e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	1.008e+00	1.008e+00
4	2	nan	6.977e-01	6.977e-01	6.977e-01	6.977e-01
4	3	nan	8.372e-01	8.372e-01	2.979e-01	2.979e-01
4	4	nan	3.372e-01	2.667e-01	2.667e-01	2.667e-01
4	5	nan	5.000e-01	4.627e-01	3.023e-01	1.837e-01
4	6	6.512e-01	6.512e-01	4.796e-01	2.553e-01	2.553e-01
4	7	nan	8.421e-01	6.375e-01	5.390e-01	4.583e-01
4	8	nan	8.846e-01	8.806e-01	7.822e-01	7.613e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	1.049e+00
5	1	nan	nan	7.295e-01	7.273e-01	7.273e-01
