x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	1.207e+00
2	5	nan	nan	nan	nan	4.884e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	7.414e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	1.156e+00	1.156e+00	1.156e+00
3	1	nan	nan	1.057e+00	8.980e-01	8.980e-01
3	2	nan	nan	nan	1.200e+00	1.132e+00
3	3	nan	nan	nan	9.535e-01	9.535e-01
3	4	nan	nan	9.419e-01	9.419e-01	3.837e-01
3	5	nan	nan	6.977e-01	4.884e-01	4.082e-01
3	6	nan	nan	8.488e-01	8.488e-01	6.290e-01
3	7	nan	nan	8.636e-01	6.484e-01	6.375e-01
3	8	nan	nan	nan	nan	nan
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	1.244e+00	1.244e+00
4	1	nan	nan	1.059e+00	1.059e+00	1.059e+00
4	2	nan	nan	3.140e-01	3.140e-01	3.140e-01
4	3	nan	3.837e-01	3.837e-01	3.837e-01	3.837e-01
4	4	nan	nan	6.556e-01	2.667e-01	2.667e-01
4	5	7.907e-01	7.674e-01	7.326e-01	3.085e-01	1.915e-01
4	6	nan	6.020e-01	5.222e-01	2.872e-01	2.872e-01
4	7	nan	7.386e-01	6.837e-01	6.837e-01	6.145e-01
4	8	nan	nan	7.927e-01	7.419e-01	6.923e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	1.189e+00	1.189e+00
5	1	nan	1.151e+00	1.151e+00	1.088e+00	1.088e+00
