x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	7.093e-01
2	6	nan	9.576e-01	9.576e-01	9.576e-01	7.231e-01
2	7	nan	nan	nan	1.008e+00	6.642e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	5.116e-01
3	4	nan	nan	3.837e-01	3.837e-01	3.837e-01
3	5	nan	9.867e-01	4.302e-01	3.953e-01	3.953e-01
3	6	nan	5.849e-01	5.849e-01	5.849e-01	4.727e-01
3	7	nan	nan	9.884e-01	6.375e-01	6.375e-01
3	8	nan	nan	8.564e-01	8.564e-01	8.564e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	8.469e-01
4	1	nan	nan	1.245e+00	8.404e-01	7.667e-01
4	2	nan	nan	8.071e-01	3.023e-01	3.023e-01
4	3	nan	8.372e-01	4.070e-01	4.070e-01	4.070e-01
4	4	nan	2.442e-01	2.442e-01	2.442e-01	2.442e-01
4	5	nan	5.465e-01	5.465e-01	4.149e-01	4.149e-01
4	6	nan	6.359e-01	5.116e-01	5.106e-01	4.000e-01
4	7	8.590e-01	6.016e-01	5.182e-01	5.085e-01	5.085e-01
4	8	nan	nan	7.750e-01	7.586e-01	6.602e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	1.112e+00
5	1	nan	nan	nan	1.151e+00	7.766e-01
