x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	7.093e-01	7.093e-01
2	6	nan	nan	nan	nan	8.125e-01
2	7	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	9.778e-01	9.778e-01
3	3	nan	nan	6.020e-01	6.020e-01	5.116e-01
3	4	nan	nan	nan	3.837e-01	3.627e-01
3	5	nan	nan	4.884e-01	2.907e-01	2.907e-01
3	6	9.302e-01	8.023e-01	8.023e-01	3.295e-01	3.295e-01
3	7	nan	7.924e-01	6.389e-01	6.389e-01	6.389e-01
3	8	nan	nan	nan	7.319e-01	7.319e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	8.091e-01
4	2	nan	nan	6.977e-01	6.977e-01	6.977e-01
4	3	nan	nan	6.778e-01	4.186e-01	2.245e-01
4	4	6.915e-01	6.915e-01	2.667e-01	2.667e-01	2.547e-01
4	5	3.023e-01	3.023e-01	3.023e-01	1.939e-01	1.628e-01
4	6	5.588e-01	5.588e-01	5.588e-01	5.067e-01	2.872e-01
4	7	nan	7.893e-01	7.893e-01	5.988e-01	5.670e-01
4	8	nan	8.057e-01	8.057e-01	7.578e-01	7.540e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	1.076e+00	1.076e+00
5	1	nan	nan	nan	7.273e-01	7.273e-01
