x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	4.884e-01	4.884e-01	4.767e-01	4.767e-01
2	6	nan	nan	nan	nan	6.800e-01
2	7	nan	nan	nan	nan	6.964e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	1.156e+00
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	3.837e-01	3.837e-01	3.837e-01
3	5	nan	5.349e-01	4.302e-01	4.302e-01	3.953e-01
3	6	nan	nan	5.377e-01	5.377e-01	5.377e-01
3	7	nan	7.879e-01	6.988e-01	6.988e-01	6.757e-01
3	8	nan	nan	nan	nan	8.913e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	8.585e-01
4	1	nan	nan	nan	nan	7.667e-01
4	2	nan	6.977e-01	6.977e-01	3.721e-01	3.140e-01
4	3	nan	nan	nan	3.837e-01	3.837e-01
4	4	nan	7.209e-01	4.302e-01	4.302e-01	4.302e-01
4	5	nan	4.464e-01	4.419e-01	4.419e-01	4.419e-01
4	6	nan	7.532e-01	5.098e-01	3.500e-01	3.500e-01
4	7	nan	5.811e-01	5.811e-01	5.811e-01	4.539e-01
4	8	nan	nan	8.065e-01	8.065e-01	8.028e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	1.071e+00
5	1	nan	nan	nan	nan	1.071e+00
5	2	nan	7.442e-01	7.442e-01	3.256e-01	3.140e-01
