x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	7.093e-01
2	6	nan	nan	nan	nan	6.695e-01
2	7	nan	nan	nan	nan	6.032e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	5.116e-01
3	4	nan	nan	3.837e-01	3.837e-01	3.837e-01
3	5	nan	nan	4.302e-01	3.953e-01	3.953e-01
3	6	nan	5.714e-01	4.528e-01	4.528e-01	4.528e-01
3	7	nan	nan	6.579e-01	6.579e-01	4.000e-01
3	8	nan	nan	nan	nan	7.810e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	1.117e+00	1.117e+00
4	1	nan	nan	nan	7.667e-01	7.667e-01
4	2	nan	nan	nan	3.605e-01	3.605e-01
4	3	nan	nan	nan	6.395e-01	4.070e-01
4	4	nan	2.558e-01	2.558e-01	2.558e-01	2.442e-01
4	5	nan	5.111e-01	5.111e-01	5.111e-01	4.419e-01
4	6	nan	5.319e-01	5.070e-01	5.070e-01	4.478e-01
4	7	nan	7.228e-01	6.328e-01	5.000e-01	5.000e-01
4	8	nan	nan	6.824e-01	6.824e-01	6.824e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	1.112e+00
5	1	nan	nan	7.209e-01	7.209e-01	7.209e-01
5	2	nan	6.744e-01	6.744e-01	3.140e-01	3.140e-01
