x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	7.093e-01	7.093e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	1.007e+00
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	8.302e-01
3	3	nan	nan	nan	nan	nan
3	4	nan	1.119e+00	1.073e+00	8.367e-01	8.367e-01
3	5	nan	7.615e-01	7.615e-01	7.615e-01	3.953e-01
3	6	nan	nan	7.754e-01	4.082e-01	4.082e-01
3	7	nan	nan	7.837e-01	7.837e-01	6.508e-01
3	8	nan	nan	8.819e-01	8.819e-01	8.413e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	8.091e-01
4	2	nan	nan	nan	3.605e-01	3.605e-01
4	3	nan	4.070e-01	2.444e-01	1.939e-01	1.939e-01
4	4	nan	2.667e-01	1.596e-01	1.596e-01	1.596e-01
4	5	nan	nan	3.571e-01	1.512e-01	1.512e-01
4	6	nan	2.000e-01	2.000e-01	2.000e-01	2.000e-01
4	7	nan	7.477e-01	7.419e-01	6.667e-01	6.667e-01
4	8	nan	nan	8.077e-01	8.077e-01	8.077e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	1.071e+00	1.009e+00
5	1	nan	1.198e+00	1.198e+00	7.766e-01	7.766e-01
5	2	nan	1.112e+00	6.744e-01	6.744e-01	3.140e-01
