x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	1.064e+00	1.064e+00
2	4	nan	nan	nan	nan	1.221e+00
2	5	nan	nan	nan	nan	8.750e-01
2	6	nan	nan	6.163e-01	6.163e-01	6.163e-01
2	7	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	9.255e-01	9.255e-01
3	2	nan	nan	nan	1.215e+00	1.215e+00
3	3	nan	nan	nan	1.136e+00	1.136e+00
3	4	nan	nan	nan	nan	8.774e-01
3	5	nan	nan	6.512e-01	5.222e-01	4.833e-01
3	6	nan	nan	6.641e-01	5.333e-01	5.333e-01
3	7	9.884e-01	8.617e-01	8.617e-01	7.308e-01	6.797e-01
3	8	nan	nan	nan	nan	7.564e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	8.469e-01
4	1	nan	nan	nan	8.404e-01	8.404e-01
4	2	nan	nan	3.721e-01	3.721e-01	3.721e-01
4	3	nan	8.372e-01	8.372e-01	4.574e-01	4.574e-01
4	4	nan	nan	5.667e-01	5.333e-01	2.442e-01
4	5	nan	8.837e-01	5.465e-01	5.465e-01	4.074e-01
4	6	nan	7.551e-01	5.333e-01	5.172e-01	3.167e-01
4	7	nan	6.613e-01	6.328e-01	6.328e-01	4.435e-01
4	8	nan	8.718e-01	8.383e-01	7.478e-01	6.550e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	9.250e-01	9.250e-01
5	1	nan	nan	nan	7.209e-01	7.209e-01
