x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	6.250e-01	6.250e-01
2	6	nan	nan	nan	6.500e-01	6.500e-01
2	7	nan	nan	nan	nan	8.333e-01
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	1.156e+00
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	3.837e-01	3.837e-01	3.837e-01
3	5	nan	7.209e-01	6.439e-01	5.645e-01	3.953e-01
3	6	nan	nan	7.747e-01	7.159e-01	7.159e-01
3	7	nan	nan	nan	7.315e-01	6.731e-01
3	8	nan	nan	nan	nan	7.815e-01
3	9	nan	nan	nan	nan	nan
4	0	nan	nan	nan	nan	1.117e+00
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	3.488e-01	3.488e-01	3.488e-01
4	3	nan	5.865e-01	4.535e-01	3.721e-01	2.755e-01
4	4	nan	5.865e-01	5.865e-01	5.700e-01	4.302e-01
4	5	nan	4.074e-01	3.036e-01	1.500e-01	1.500e-01
4	6	nan	8.140e-01	6.964e-01	2.679e-01	2.679e-01
4	7	nan	8.649e-01	7.130e-01	6.481e-01	5.217e-01
4	8	9.464e-01	9.464e-01	8.354e-01	8.354e-01	7.143e-01
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	1.071e+00	1.071e+00
5	1	nan	nan	7.209e-01	7.209e-01	7.209e-01
5	2	nan	7.674e-01	6.744e-01	3.256e-01	3.256e-01
